url,genre,domain,ads,imgratio,inlinks,wot,pageloadtime,misspelled,hyperlinks,cookie,brokenlinks,responsive,lastmod,langcount,outlinks,redirected
http://www.theverge.com/2016/10/24/13380448/ddos-dyn-attack-internet-infrastructure?utm_campaign=theverge&utm_content=chorus&utm_medium=social&utm_source=twitter,articles,com,75,0.0065107326,0,Error in binding req to urllib2,+++,57,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}",Yes,2,FALSE,21/08/2017 11:10:17,1,34,https://www.theverge.com/2016/10/24/13380448/ddos-dyn-attack-internet-infrastructure?utm_campaign=theverge&utm_content=chorus&utm_medium=social&utm_source=twitter
http://www.elektor.com/magazines/2011/june/geolocation-with-the-atm18.1810917.lynkx,articles,com,65,0.329813798,0,NA,+++,8,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}",Yes,70,TRUE,22/09/2017 08:43:06,1,20,https://www.elektormagazine.com/magazine/elektor-201106/19603
http://howtodoinjava.com/spring/spring-aop/spring-aop-aspectj-example-tutorial-using-annotation-config/,help,com,64,0.6871736332,0,"[86, 10]",103,7,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}",Yes,1,TRUE,31/08/2017 18:31:25,1,17,Field NA
http://adsabs.harvard.edu/abs/1970ApJ...159..379R,articles,edu,33,0.3226294981,0,"[93, 50]",556,11,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 1}",Yes,8,FALSE,09/09/2017 13:27:26,1,7,Field NA
http://www.h-online.com/security/news/item/WhatsApp-no-longer-sends-plain-text-1674723.html,articles,com,13,1,0,"[93, 55]",55,54,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}",No,125,FALSE,13/02/2014 22:37:35,1,6,Field NA
http://technet.microsoft.com/en-us/library/cc750569.aspx,help,com,126,0.6228172085,0,NA,221,8,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}",Yes,7,TRUE,12/08/2017 08:57:53,1,61,https://technet.microsoft.com/en-us/library/cc750569.aspx
http://docs.saltstack.com/en/latest/,Portrayl-org,com,29,0.0111637676,0,"[63, 4]",194,3,"{""contact"": 0, ""email"": 1, ""sitemap"": 0, ""help"": 0}",No,59,FALSE,18/07/2017 21:29:17,1,25,https://docs.saltstack.com/en/latest/
http://www.infoworld.com/article/2996284/hybrid-cloud/bye-bye-hp-public-cloud-5-no-bull-takeaways.html,articles,com,56,0.3722050917,0,NA,+++,2,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}",No,9,FALSE,26/09/2017 09:58:28,1,37,https://www.infoworld.com/article/2996284/hybrid-cloud/bye-bye-hp-public-cloud-5-no-bull-takeaways.html
http://www.mcafee.com/us/products/network-security-platform.aspx,Portrayl-org,com,70,0.9582509409,1,"[92, 58]",+++,15,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}",Yes,115,FALSE,07/10/2017 09:59:21,1,30,https://www.mcafee.com/us/products/network-security-platform.aspx
http://securityaffairs.co/wordpress/52583/hacking/dyn-dns-service-ddos-3.html,articles,co,117,0.1379345426,0,"[85, 11]",55,4,"{""contact"": 1, ""email"": 1, ""sitemap"": 0, ""help"": 0}",Yes,64,TRUE,19/08/2017 19:22:06,1,14,Field NA
http://www.protomatter.com/rscan/,articles,com,1,1,0,"[62, 4]",223,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}",No,0,FALSE,05/08/2006 02:19:27,1,1,Field NA
http://d-nb.info/gnd/6510543-6,help,de,29,0.0441286691,0,Error in binding req to urllib2,+++,41,"{""contact"": 0, ""email"": 1, ""sitemap"": 0, ""help"": 1}",Yes,2,FALSE,21/09/2017 23:00:07,1,28,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D979858798
http://tech.firstpost.com/news-analysis/us-regulators-ask-automakers-to-ensure-vehicles-security-against-hackers-and-cyber-attacks-343263.html,articles,com,118,0.176586773,0,NA,96,210,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}",Yes,43,TRUE,23/08/2017 13:26:33,1,25,http://www.firstpost.com/tech/news-analysis/us-regulators-ask-automakers-to-ensure-vehicles-security-against-hackers-and-cyber-attacks-3691035.html
http://www.analytica-world.com/en/news/35566/lims-lis-market-and-poct-supplement.html,articles,com,110,0.4413628558,0,NA,853,6,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}",Yes,4,FALSE,06/10/2017 23:27:14,1,21,Field NA
